src_ip,dst_ip,sport,dport,proto,size
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.249,239.255.255.250,47940,443,2,32
192.168.1.241,62.210.178.168,443,47940,1,84
192.168.1.193,239.255.255.250,443,47940,2,32
62.210.178.168,192.168.1.241,40179,5222,1,84
192.168.1.241,62.210.178.168,4500,45485,1,84
62.210.178.168,192.168.1.241,4500,45485,1,84
192.168.1.240,192.168.1.1,45579,53,17,61
192.168.1.1,192.168.1.240,53,45579,17,274
192.168.1.240,74.125.34.101,35833,443,6,2031
74.125.34.101,192.168.1.240,443,35833,6,6056
192.168.1.192,192.168.1.1,41963,53,17,65
192.168.1.1,192.168.1.192,53,41963,17,369
192.168.1.192,23.21.93.232,43190,80,6,676
23.21.93.232,192.168.1.192,80,43190,6,4293
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,28987,56700,1,104
192.168.1.1,192.168.1.193,28987,56700,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.192,192.168.1.1,51234,53,17,59
192.168.1.1,192.168.1.192,53,51234,17,224
192.168.1.192,24.56.178.140,49747,123,17,228
192.168.1.193,192.168.1.223,4533,49153,6,1530
192.168.1.223,192.168.1.193,49153,4533,6,8484
192.168.1.193,192.168.1.249,4248,49152,6,454
192.168.1.249,192.168.1.193,49152,4248,6,1438
192.168.1.239,192.168.1.1,37480,53,17,75
192.168.1.1,192.168.1.239,53,37480,17,246
192.168.1.239,192.168.1.1,57506,53,17,75
192.168.1.1,192.168.1.239,53,57506,17,234
192.168.1.239,216.58.220.110,55866,80,6,584
216.58.220.110,192.168.1.239,80,55866,6,443
192.168.1.239,42.62.94.2,47109,443,6,1091
192.168.1.239,63.128.176.5,34840,7275,6,180
63.128.176.5,192.168.1.239,7275,34840,6,124
42.62.94.2,192.168.1.239,443,47109,6,562
192.168.1.239,64.233.188.188,49401,5228,6,1655
64.233.188.188,192.168.1.239,5228,49401,6,2700
192.168.1.239,40.78.98.202,50464,443,6,2388
40.78.98.202,192.168.1.239,443,50464,6,4450
192.168.1.239,174.129.248.41,33117,443,6,1710
174.129.248.41,192.168.1.239,443,33117,6,5697
192.168.1.239,13.107.3.128,46980,443,6,2683
13.107.3.128,192.168.1.239,443,46980,6,19179
192.168.1.239,104.98.4.248,60547,443,6,1215
104.98.4.248,192.168.1.239,443,60547,6,5062
192.168.1.239,68.232.45.201,45366,443,6,1231
68.232.45.201,192.168.1.239,443,45366,6,8075
192.168.1.239,40.78.98.202,50466,443,6,2632
40.78.98.202,192.168.1.239,443,50466,6,4438
192.168.1.112,62.210.93.84,27657,25050,6,835
62.210.93.84,192.168.1.112,25050,27657,6,492
0.0.0.0,224.0.0.1,47940,443,2,32
192.168.1.223,192.168.1.1,56700,28987,1,104
192.168.1.1,192.168.1.223,56700,28987,1,104
192.168.1.239,216.58.220.110,50251,443,6,1474
216.58.220.110,192.168.1.239,443,50251,6,5169
192.168.1.223,192.168.1.1,50251,443,1,104
192.168.1.1,192.168.1.223,50251,443,1,104
192.168.1.223,192.168.1.1,25050,27657,1,104
192.168.1.1,192.168.1.223,25050,27657,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,27657,25050,1,104
192.168.1.1,192.168.1.193,27657,25050,1,104
192.168.1.192,239.255.255.250,25050,27657,2,32
192.168.1.192,192.168.1.1,52734,53,17,59
192.168.1.1,192.168.1.192,53,52734,17,224
192.168.1.192,24.56.178.140,54079,123,17,456
192.168.1.236,224.0.1.60,47940,443,2,32
192.168.1.193,239.255.255.250,47940,443,2,32
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.249,224.0.0.251,2179,443,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.249,192.168.1.1,40615,53,17,69
192.168.1.1,192.168.1.249,53,40615,17,485
192.168.1.249,104.98.5.24,49689,80,6,552
104.98.5.24,192.168.1.249,80,49689,6,529
192.168.1.249,192.168.1.1,41214,53,17,120
192.168.1.1,192.168.1.249,53,41214,17,528
192.168.1.249,74.125.23.108,47465,465,6,164
74.125.23.108,192.168.1.249,465,47465,6,164
192.168.1.249,239.255.255.250,42284,5222,2,32
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,58625,53,17,122
8.8.8.8,192.168.1.240,53,58625,17,166
192.168.1.240,93.184.216.34,34221,80,6,216
93.184.216.34,192.168.1.240,80,34221,6,112
192.168.1.240,8.8.8.8,39945,53,17,122
8.8.8.8,192.168.1.240,53,39945,17,166
192.168.1.240,93.184.216.34,34222,80,6,216
93.184.216.34,192.168.1.240,80,34222,6,112
192.168.1.240,8.8.8.8,50306,53,17,122
8.8.8.8,192.168.1.240,53,50306,17,166
192.168.1.240,93.184.216.34,34223,80,6,216
93.184.216.34,192.168.1.240,80,34223,6,112
192.168.1.118,8.8.8.8,30507,53,17,58
192.168.1.118,192.168.1.1,30507,53,17,58
8.8.8.8,192.168.1.118,53,30507,17,122
192.168.1.1,192.168.1.118,53,30507,17,528
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,42284,5222,1,104
192.168.1.1,192.168.1.223,42284,5222,1,104
192.168.1.223,192.168.1.1,10001,59960,1,104
192.168.1.1,192.168.1.223,10001,59960,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.193,40179,5222,1,104
192.168.1.193,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.193,40179,5222,1,104
192.168.1.192,192.168.1.1,45862,53,17,59
192.168.1.1,192.168.1.192,53,45862,17,106
192.168.1.192,24.56.178.140,53735,123,17,228
192.168.1.240,192.168.1.1,58444,53,17,74
192.168.1.1,192.168.1.240,53,58444,17,312
192.168.1.240,72.21.207.109,46890,443,6,3656
72.21.207.109,192.168.1.240,443,46890,6,3684
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,40179,5222,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.193,192.168.1.223,4543,49153,6,555
192.168.1.193,192.168.1.249,4252,49152,6,506
192.168.1.193,192.168.1.223,4545,49153,6,1110
192.168.1.223,192.168.1.193,49153,4543,6,3989
192.168.1.223,192.168.1.193,49153,4545,6,7978
192.168.1.249,192.168.1.193,49152,4252,6,1438
192.168.1.193,192.168.1.249,4255,49152,6,908
192.168.1.249,192.168.1.193,49152,4255,6,2876
192.168.1.193,192.168.1.223,4550,49153,6,1110
192.168.1.223,192.168.1.193,49153,4550,6,7978
192.168.1.241,121.0.0.42,48208,123,17,76
121.0.0.42,192.168.1.241,123,48208,17,76
0.0.0.0,224.0.0.1,42284,5222,2,32
192.168.1.192,192.168.1.1,41879,53,17,59
192.168.1.1,192.168.1.192,53,41879,17,106
192.168.1.192,24.56.178.140,49614,123,17,228
192.168.1.193,192.168.1.1,49614,123,1,104
192.168.1.1,192.168.1.193,49614,123,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.193,239.255.255.250,4500,45485,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,47940,443,2,32
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.192,192.168.1.1,33676,53,17,59
192.168.1.1,192.168.1.192,53,33676,17,106
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.192,24.56.178.140,44981,123,17,228
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,45485,4500,1,104
192.168.1.1,192.168.1.193,45485,4500,1,104
192.168.1.193,192.168.1.1,4500,45485,1,104
192.168.1.1,192.168.1.193,4500,45485,1,104
192.168.1.239,192.168.1.1,2409,53,17,60
192.168.1.1,192.168.1.239,53,2409,17,129
192.168.1.239,64.233.187.108,43821,993,6,1798
64.233.187.108,192.168.1.239,993,43821,6,5333
192.168.1.239,216.58.220.110,47153,443,6,1815
216.58.220.110,192.168.1.239,443,47153,6,5933
192.168.1.239,64.233.187.108,46298,993,6,1941
64.233.187.108,192.168.1.239,993,46298,6,4304
192.168.1.239,64.233.187.108,33408,993,6,5374
64.233.187.108,192.168.1.239,993,33408,6,23294
192.168.1.240,132.163.4.101,55399,123,17,228
132.163.4.101,192.168.1.240,123,55399,17,228
192.168.1.192,192.168.1.1,59707,53,17,65
192.168.1.1,192.168.1.192,53,59707,17,369
192.168.1.192,23.21.93.232,43251,80,6,728
23.21.93.232,192.168.1.192,80,43251,6,4648
192.168.1.192,192.168.1.1,42128,53,17,59
192.168.1.1,192.168.1.192,53,42128,17,106
0.0.0.0,224.0.0.1,2179,443,2,32
192.168.1.192,239.255.255.250,2179,443,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.192,24.56.178.140,45833,123,17,456
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,40179,5222,1,84
62.210.178.168,192.168.1.241,40179,5222,1,84
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.223,4624,49153,6,1019
192.168.1.223,192.168.1.193,49153,4624,6,4450
192.168.1.193,192.168.1.223,4627,49153,6,555
192.168.1.223,192.168.1.193,49153,4627,6,3989
192.168.1.193,192.168.1.249,4719,49152,6,506
192.168.1.193,192.168.1.223,4629,49153,6,1021
192.168.1.249,192.168.1.193,49152,4719,6,1438
192.168.1.223,192.168.1.193,49153,4629,6,4450
192.168.1.193,192.168.1.249,4721,49152,6,506
192.168.1.249,192.168.1.193,49152,4721,6,1438
192.168.1.193,192.168.1.223,4632,49153,6,1027
192.168.1.223,192.168.1.193,49153,4632,6,4495
192.168.1.223,192.168.1.193,3146,49153,6,639
192.168.1.223,192.168.1.193,3147,49153,6,647
192.168.1.193,192.168.1.223,4634,49153,6,474
192.168.1.193,192.168.1.223,4636,49153,6,1110
192.168.1.223,192.168.1.193,49153,4634,6,506
192.168.1.193,192.168.1.223,49153,3146,6,513
192.168.1.193,192.168.1.223,49153,3147,6,513
192.168.1.223,192.168.1.193,49153,4636,6,7978
192.168.1.223,192.168.1.193,3148,49153,6,1330
192.168.1.223,192.168.1.193,3149,49153,6,1483
192.168.1.193,192.168.1.223,49153,3148,6,974
192.168.1.193,192.168.1.223,4637,49153,6,1110
192.168.1.193,192.168.1.223,49153,3149,6,974
192.168.1.223,192.168.1.193,49153,4637,6,7978
192.168.1.223,192.168.1.193,3150,49153,6,1403
192.168.1.193,192.168.1.223,49153,3150,6,1026
192.168.1.193,239.255.255.250,49153,3150,2,32
192.168.1.223,239.255.255.250,49153,3150,2,32
192.168.1.192,192.168.1.1,38748,53,17,59
192.168.1.1,192.168.1.192,53,38748,17,106
192.168.1.192,24.56.178.140,39154,123,17,228
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,67,68,1,104
192.168.1.1,192.168.1.223,67,68,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,38557,33434,1,104
192.168.1.1,192.168.1.193,38557,33434,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,50762,53,17,122
8.8.8.8,192.168.1.240,53,50762,17,166
192.168.1.240,93.184.216.34,33723,80,6,216
93.184.216.34,192.168.1.240,80,33723,6,112
192.168.1.240,8.8.8.8,38671,53,17,122
8.8.8.8,192.168.1.240,53,38671,17,166
192.168.1.240,93.184.216.34,33724,80,6,216
93.184.216.34,192.168.1.240,80,33724,6,112
192.168.1.240,8.8.8.8,45559,53,17,122
8.8.8.8,192.168.1.240,53,45559,17,166
192.168.1.240,93.184.216.34,33725,80,6,216
93.184.216.34,192.168.1.240,80,33725,6,112
192.168.1.118,8.8.8.8,30508,53,17,58
192.168.1.118,192.168.1.1,30508,53,17,58
8.8.8.8,192.168.1.118,53,30508,17,122
192.168.1.1,192.168.1.118,53,30508,17,540
192.168.1.192,192.168.1.1,40637,53,17,59
192.168.1.1,192.168.1.192,53,40637,17,106
192.168.1.192,24.56.178.140,57738,123,17,228
0.0.0.0,224.0.0.1,38557,33434,2,32
192.168.1.196,192.168.1.1,4503,53,17,58
192.168.1.1,192.168.1.196,53,4503,17,122
192.168.1.196,192.189.54.33,4502,123,17,76
192.189.54.33,192.168.1.196,123,4502,17,76
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.240,72.21.192.213,37335,123,17,228
72.21.192.213,192.168.1.240,123,37335,17,228
192.168.1.236,239.255.255.250,38557,33434,2,32
192.168.1.249,224.0.0.251,43446,33434,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,34445,123,2,32
192.168.1.1,192.168.1.112,4500,45485,1,48
192.168.1.239,216.58.220.98,43132,443,6,2469
192.168.1.239,216.58.220.98,43133,443,6,176
216.58.220.98,192.168.1.239,443,43132,6,6149
216.58.220.98,192.168.1.239,443,43133,6,164
192.168.1.193,192.168.1.223,4639,49153,6,1665
192.168.1.193,192.168.1.223,4641,49153,6,555
192.168.1.223,192.168.1.193,49153,4639,6,11967
192.168.1.223,192.168.1.193,49153,4641,6,3989
192.168.1.193,192.168.1.223,4644,49153,6,555
192.168.1.223,192.168.1.193,49153,4644,6,3989
192.168.1.193,192.168.1.223,4646,49153,6,555
192.168.1.223,192.168.1.193,49153,4646,6,3989
192.168.1.192,192.168.1.1,50970,53,17,59
192.168.1.1,192.168.1.192,53,50970,17,106
192.168.1.192,24.56.178.140,48652,123,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.241,62.210.178.168,33735,5228,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.241,130.102.128.23,47162,123,17,76
130.102.128.23,192.168.1.241,123,47162,17,76
192.168.1.1,192.168.1.112,443,2179,1,48
192.168.1.192,192.168.1.1,38775,53,17,59
192.168.1.1,192.168.1.192,53,38775,17,106
192.168.1.192,24.56.178.140,37303,123,17,228
192.168.1.1,192.168.1.112,47940,443,1,48
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.192,239.255.255.250,67,68,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.249,224.0.0.251,2179,443,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.192,50.17.200.36,46918,80,6,936
50.17.200.36,192.168.1.192,80,46918,6,4633
192.168.1.223,239.255.255.250,46918,80,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.249,239.255.255.250,38557,33434,2,32
192.168.1.193,192.168.1.223,4208,49153,6,1071
192.168.1.223,192.168.1.193,49153,4208,6,4450
192.168.1.193,192.168.1.249,3117,49152,6,960
192.168.1.193,192.168.1.223,4210,49153,6,555
192.168.1.223,192.168.1.193,49153,4210,6,3989
192.168.1.249,192.168.1.193,49152,3117,6,2876
192.168.1.193,192.168.1.249,3120,49152,6,506
192.168.1.249,192.168.1.193,49152,3120,6,1438
192.168.1.193,192.168.1.223,4213,49153,6,1110
192.168.1.223,192.168.1.193,49153,4213,6,7978
192.168.1.193,192.168.1.223,4215,49153,6,1110
192.168.1.223,192.168.1.193,49153,4215,6,7978
192.168.1.192,192.168.1.1,59162,53,17,59
192.168.1.1,192.168.1.192,53,59162,17,106
192.168.1.192,24.56.178.140,37887,123,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.223,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.223,2179,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.1,192.168.1.112,47940,443,1,48
192.168.1.192,192.168.1.1,37348,53,17,59
192.168.1.1,192.168.1.192,53,37348,17,224
192.168.1.192,132.163.4.102,33021,123,17,228
132.163.4.102,192.168.1.192,123,33021,17,228
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.241,62.210.178.168,40179,5222,1,84
62.210.178.168,192.168.1.241,40179,5222,1,84
192.168.1.241,62.210.178.168,443,47940,1,84
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,42284,5222,1,104
192.168.1.1,192.168.1.193,42284,5222,1,104
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
